xmin,ymin,xmax,ymax,personID
,,,,
,,,,
358.0,272.0,451.0,605.0,1.0
358.0,272.0,451.0,605.0,1.0
358.0,272.0,451.0,605.0,1.0
357.0,272.0,451.0,605.0,1.0
357.0,272.0,451.0,605.0,1.0
357.0,272.0,451.0,606.0,1.0
357.0,272.0,451.0,606.0,1.0
357.0,272.0,451.0,606.0,1.0
356.0,271.0,451.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
356.0,271.0,451.0,606.0,1.0
356.0,270.0,450.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
356.0,272.0,450.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
356.0,271.0,450.0,606.0,1.0
355.0,271.0,450.0,606.0,1.0
356.0,273.0,450.0,604.0,1.0
356.0,273.0,450.0,603.0,1.0
356.0,274.0,450.0,603.0,1.0
356.0,274.0,450.0,602.0,1.0
356.0,274.0,450.0,602.0,1.0
356.0,274.0,451.0,602.0,1.0
356.0,273.0,451.0,602.0,1.0
356.0,273.0,450.0,601.0,1.0
355.0,273.0,450.0,602.0,1.0
355.0,273.0,450.0,602.0,1.0
356.0,273.0,451.0,602.0,1.0
356.0,274.0,451.0,603.0,1.0
356.0,275.0,451.0,603.0,1.0
357.0,276.0,452.0,603.0,1.0
357.0,276.0,452.0,603.0,1.0
357.0,277.0,452.0,604.0,1.0
354.0,273.0,451.0,606.0,1.0
355.0,274.0,451.0,604.0,1.0
356.0,275.0,451.0,603.0,1.0
356.0,275.0,452.0,606.0,1.0
356.0,276.0,452.0,606.0,1.0
356.0,276.0,452.0,607.0,1.0
354.0,272.0,450.0,606.0,1.0
353.0,270.0,450.0,606.0,1.0
352.0,270.0,450.0,607.0,1.0
352.0,269.0,449.0,607.0,1.0
352.0,269.0,449.0,607.0,1.0
353.0,270.0,449.0,607.0,1.0
353.0,270.0,449.0,607.0,1.0
353.0,270.0,449.0,607.0,1.0
352.0,269.0,449.0,607.0,1.0
352.0,269.0,449.0,607.0,1.0
352.0,270.0,449.0,607.0,1.0
352.0,270.0,448.0,607.0,1.0
352.0,270.0,448.0,607.0,1.0
352.0,270.0,448.0,607.0,1.0
352.0,270.0,448.0,607.0,1.0
352.0,270.0,448.0,607.0,1.0
352.0,270.0,448.0,608.0,1.0
352.0,271.0,448.0,607.0,1.0
354.0,274.0,449.0,608.0,1.0
355.0,274.0,450.0,608.0,1.0
355.0,275.0,450.0,608.0,1.0
355.0,275.0,450.0,608.0,1.0
355.0,275.0,450.0,608.0,1.0
355.0,275.0,449.0,608.0,1.0
355.0,276.0,450.0,608.0,1.0
354.0,276.0,450.0,608.0,1.0
355.0,276.0,450.0,608.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,607.0,1.0
354.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
354.0,276.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
354.0,275.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
353.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
353.0,276.0,449.0,607.0,1.0
354.0,276.0,449.0,607.0,1.0
353.0,276.0,450.0,608.0,1.0
353.0,276.0,450.0,608.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
353.0,276.0,450.0,609.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,276.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,277.0,449.0,608.0,1.0
354.0,278.0,449.0,608.0,1.0
353.0,278.0,449.0,608.0,1.0
353.0,278.0,448.0,607.0,1.0
353.0,278.0,449.0,606.0,1.0
353.0,278.0,448.0,607.0,1.0
353.0,277.0,450.0,609.0,1.0
353.0,277.0,450.0,610.0,1.0
354.0,277.0,452.0,609.0,1.0
355.0,278.0,454.0,609.0,1.0
356.0,278.0,457.0,610.0,1.0
356.0,278.0,458.0,610.0,1.0
357.0,278.0,461.0,611.0,1.0
358.0,277.0,464.0,611.0,1.0
357.0,277.0,464.0,610.0,1.0
357.0,278.0,465.0,609.0,1.0
358.0,277.0,469.0,610.0,1.0
357.0,278.0,470.0,610.0,1.0
358.0,277.0,473.0,610.0,1.0
358.0,277.0,474.0,610.0,1.0
359.0,279.0,477.0,610.0,1.0
358.0,280.0,480.0,610.0,1.0
356.0,279.0,479.0,610.0,1.0
356.0,281.0,480.0,610.0,1.0
354.0,281.0,478.0,610.0,1.0
353.0,281.0,478.0,610.0,1.0
352.0,283.0,477.0,610.0,1.0
352.0,283.0,478.0,610.0,1.0
350.0,282.0,477.0,610.0,1.0
350.0,283.0,477.0,610.0,1.0
349.0,283.0,476.0,609.0,1.0
349.0,284.0,475.0,609.0,1.0
347.0,289.0,472.0,610.0,1.0
347.0,288.0,472.0,610.0,1.0
346.0,291.0,469.0,610.0,1.0
344.0,292.0,467.0,611.0,1.0
344.0,292.0,467.0,611.0,1.0
346.0,291.0,469.0,611.0,1.0
346.0,296.0,468.0,611.0,1.0
347.0,299.0,470.0,611.0,1.0
348.0,300.0,471.0,611.0,1.0
347.0,303.0,472.0,611.0,1.0
348.0,304.0,474.0,608.0,1.0
351.0,307.0,479.0,609.0,1.0
355.0,309.0,486.0,609.0,1.0
358.0,313.0,492.0,608.0,1.0
361.0,314.0,500.0,610.0,1.0
363.0,320.0,504.0,609.0,1.0
364.0,323.0,508.0,607.0,1.0
364.0,325.0,512.0,607.0,1.0
361.0,327.0,514.0,608.0,1.0
356.0,331.0,514.0,608.0,1.0
347.0,337.0,511.0,609.0,1.0
341.0,341.0,510.0,609.0,1.0
334.0,343.0,509.0,609.0,1.0
340.0,344.0,521.0,608.0,1.0
329.0,346.0,514.0,608.0,1.0
323.0,348.0,509.0,608.0,1.0
321.0,346.0,509.0,610.0,1.0
327.0,347.0,512.0,609.0,1.0
327.0,344.0,512.0,609.0,1.0
335.0,343.0,515.0,608.0,1.0
317.0,336.0,500.0,612.0,1.0
314.0,334.0,493.0,615.0,1.0
323.0,340.0,489.0,608.0,1.0
336.0,346.0,492.0,608.0,1.0
338.0,343.0,491.0,608.0,1.0
341.0,355.0,484.0,610.0,1.0
344.0,362.0,482.0,610.0,1.0
343.0,361.0,481.0,610.0,1.0
351.0,369.0,484.0,610.0,1.0
351.0,327.0,507.0,608.0,1.0
351.0,367.0,486.0,609.0,1.0
350.0,382.0,477.0,610.0,1.0
351.0,387.0,474.0,606.0,1.0
350.0,389.0,473.0,604.0,1.0
353.0,388.0,475.0,601.0,1.0
350.0,389.0,477.0,604.0,1.0
346.0,386.0,477.0,605.0,1.0
341.0,384.0,476.0,606.0,1.0
339.0,385.0,476.0,604.0,1.0
335.0,383.0,476.0,604.0,1.0
332.0,381.0,478.0,603.0,1.0
332.0,380.0,484.0,602.0,1.0
336.0,379.0,497.0,602.0,1.0
335.0,375.0,508.0,603.0,1.0
332.0,372.0,517.0,604.0,1.0
330.0,370.0,527.0,604.0,1.0
328.0,368.0,535.0,603.0,1.0
323.0,365.0,543.0,604.0,1.0
319.0,360.0,552.0,605.0,1.0
312.0,357.0,557.0,606.0,1.0
304.0,354.0,558.0,606.0,1.0
297.0,354.0,556.0,605.0,1.0
290.0,354.0,553.0,603.0,1.0
281.0,353.0,549.0,604.0,1.0
271.0,352.0,542.0,604.0,1.0
258.0,352.0,528.0,604.0,1.0
243.0,350.0,513.0,604.0,1.0
230.0,349.0,495.0,603.0,1.0
223.0,347.0,486.0,603.0,1.0
220.0,346.0,481.0,603.0,1.0
217.0,347.0,477.0,604.0,1.0
215.0,347.0,472.0,602.0,1.0
219.0,347.0,473.0,600.0,1.0
220.0,348.0,474.0,601.0,1.0
217.0,347.0,472.0,602.0,1.0
210.0,347.0,468.0,604.0,1.0
202.0,345.0,464.0,606.0,1.0
198.0,344.0,461.0,607.0,1.0
194.0,343.0,458.0,608.0,1.0
190.0,341.0,455.0,608.0,1.0
184.0,341.0,444.0,605.0,1.0
178.0,340.0,436.0,603.0,1.0
172.0,337.0,430.0,603.0,1.0
164.0,334.0,422.0,603.0,1.0
159.0,332.0,412.0,602.0,1.0
156.0,330.0,405.0,600.0,1.0
152.0,326.0,400.0,603.0,1.0
149.0,322.0,394.0,605.0,1.0
146.0,318.0,386.0,605.0,1.0
144.0,315.0,378.0,605.0,1.0
144.0,311.0,371.0,605.0,1.0
143.0,308.0,365.0,606.0,1.0
144.0,304.0,359.0,605.0,1.0
146.0,300.0,353.0,605.0,1.0
149.0,294.0,351.0,605.0,1.0
152.0,289.0,347.0,605.0,1.0
155.0,285.0,344.0,605.0,1.0
157.0,280.0,341.0,604.0,1.0
157.0,275.0,336.0,604.0,1.0
161.0,270.0,334.0,602.0,1.0
164.0,270.0,332.0,602.0,1.0
164.0,267.0,328.0,602.0,1.0
167.0,264.0,325.0,599.0,1.0
170.0,262.0,323.0,596.0,1.0
173.0,261.0,322.0,594.0,1.0
179.0,261.0,323.0,592.0,1.0
183.0,262.0,322.0,592.0,1.0
186.0,261.0,322.0,595.0,1.0
189.0,262.0,322.0,596.0,1.0
191.0,262.0,321.0,598.0,1.0
194.0,265.0,320.0,598.0,1.0
196.0,267.0,318.0,600.0,1.0
199.0,270.0,318.0,600.0,1.0
201.0,273.0,316.0,601.0,1.0
204.0,277.0,315.0,601.0,1.0
206.0,280.0,315.0,601.0,1.0
208.0,285.0,314.0,602.0,1.0
210.0,290.0,315.0,602.0,1.0
212.0,292.0,314.0,603.0,1.0
213.0,295.0,314.0,603.0,1.0
216.0,296.0,317.0,603.0,1.0
219.0,297.0,319.0,601.0,1.0
221.0,298.0,323.0,602.0,1.0
223.0,298.0,325.0,601.0,1.0
225.0,296.0,329.0,601.0,1.0
225.0,294.0,332.0,602.0,1.0
226.0,293.0,334.0,602.0,1.0
227.0,291.0,337.0,601.0,1.0
228.0,289.0,340.0,601.0,1.0
227.0,287.0,342.0,602.0,1.0
