0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
358.0,272.0,451.0,605.0,1.0,655.0,98.0,747.0,396.0,2.0,752.0,73.0,856.0,370.0,3.0
358.0,272.0,451.0,605.0,1.0,654.0,97.0,746.0,396.0,2.0,753.0,73.0,857.0,370.0,3.0
358.0,272.0,451.0,605.0,1.0,655.0,97.0,747.0,396.0,2.0,754.0,73.0,858.0,370.0,3.0
357.0,272.0,451.0,605.0,1.0,655.0,98.0,746.0,396.0,2.0,755.0,74.0,859.0,370.0,3.0
357.0,272.0,451.0,605.0,1.0,655.0,98.0,746.0,395.0,2.0,756.0,74.0,860.0,370.0,3.0
357.0,272.0,451.0,606.0,1.0,654.0,98.0,745.0,395.0,2.0,757.0,74.0,861.0,370.0,3.0
357.0,272.0,451.0,606.0,1.0,653.0,97.0,744.0,395.0,2.0,,,,,
357.0,272.0,451.0,606.0,1.0,654.0,97.0,745.0,395.0,2.0,,,,,
356.0,271.0,451.0,606.0,1.0,655.0,96.0,747.0,395.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,655.0,96.0,747.0,396.0,2.0,,,,,
356.0,271.0,451.0,606.0,1.0,656.0,95.0,748.0,397.0,2.0,,,,,
356.0,270.0,450.0,606.0,1.0,657.0,94.0,749.0,397.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,656.0,94.0,749.0,397.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,656.0,94.0,749.0,397.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,656.0,94.0,748.0,397.0,2.0,,,,,
356.0,272.0,450.0,606.0,1.0,656.0,94.0,748.0,397.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,656.0,94.0,748.0,397.0,2.0,,,,,
356.0,271.0,450.0,606.0,1.0,656.0,94.0,749.0,396.0,2.0,,,,,
355.0,271.0,450.0,606.0,1.0,656.0,94.0,749.0,396.0,2.0,,,,,
356.0,273.0,450.0,604.0,1.0,657.0,96.0,749.0,396.0,2.0,,,,,
356.0,273.0,450.0,603.0,1.0,657.0,97.0,749.0,395.0,2.0,,,,,
356.0,274.0,450.0,603.0,1.0,656.0,97.0,749.0,396.0,2.0,,,,,
356.0,274.0,450.0,602.0,1.0,655.0,96.0,748.0,396.0,2.0,,,,,
356.0,274.0,450.0,602.0,1.0,655.0,94.0,749.0,396.0,2.0,,,,,
356.0,274.0,451.0,602.0,1.0,655.0,93.0,749.0,396.0,2.0,,,,,
356.0,273.0,451.0,602.0,1.0,,,,,,,,,,
356.0,273.0,450.0,601.0,1.0,,,,,,,,,,
355.0,273.0,450.0,602.0,1.0,,,,,,,,,,
355.0,273.0,450.0,602.0,1.0,,,,,,,,,,
356.0,273.0,451.0,602.0,1.0,,,,,,,,,,
356.0,274.0,451.0,603.0,1.0,,,,,,,,,,
356.0,275.0,451.0,603.0,1.0,,,,,,,,,,
357.0,276.0,452.0,603.0,1.0,656.0,93.0,750.0,396.0,2.0,,,,,
357.0,276.0,452.0,603.0,1.0,656.0,93.0,751.0,395.0,2.0,,,,,
357.0,277.0,452.0,604.0,1.0,656.0,94.0,751.0,395.0,2.0,,,,,
354.0,273.0,451.0,606.0,1.0,655.0,94.0,750.0,395.0,2.0,,,,,
355.0,274.0,451.0,604.0,1.0,654.0,95.0,749.0,395.0,2.0,,,,,
356.0,275.0,451.0,603.0,1.0,654.0,95.0,749.0,394.0,2.0,,,,,
356.0,275.0,452.0,606.0,1.0,,,,,,,,,,
356.0,276.0,452.0,606.0,1.0,653.0,95.0,748.0,394.0,2.0,,,,,
356.0,276.0,452.0,607.0,1.0,652.0,95.0,747.0,393.0,2.0,,,,,
354.0,272.0,450.0,606.0,1.0,652.0,95.0,747.0,393.0,2.0,,,,,
353.0,270.0,450.0,606.0,1.0,651.0,95.0,745.0,394.0,2.0,,,,,
352.0,270.0,450.0,607.0,1.0,651.0,95.0,744.0,394.0,2.0,,,,,
352.0,269.0,449.0,607.0,1.0,651.0,95.0,744.0,394.0,2.0,,,,,
352.0,269.0,449.0,607.0,1.0,652.0,95.0,744.0,394.0,2.0,,,,,
353.0,270.0,449.0,607.0,1.0,652.0,95.0,744.0,393.0,2.0,,,,,
353.0,270.0,449.0,607.0,1.0,653.0,95.0,745.0,394.0,2.0,709.0,139.0,883.0,376.0,4.0
353.0,270.0,449.0,607.0,1.0,653.0,95.0,745.0,394.0,2.0,708.0,141.0,880.0,376.0,4.0
352.0,269.0,449.0,607.0,1.0,653.0,95.0,745.0,394.0,2.0,707.0,142.0,878.0,376.0,4.0
352.0,269.0,449.0,607.0,1.0,707.0,144.0,876.0,376.0,4.0,,,,,
352.0,270.0,449.0,607.0,1.0,,,,,,,,,,
352.0,270.0,448.0,607.0,1.0,,,,,,,,,,
352.0,270.0,448.0,607.0,1.0,652.0,96.0,744.0,393.0,2.0,701.0,148.0,868.0,376.0,4.0
352.0,270.0,448.0,607.0,1.0,654.0,97.0,744.0,393.0,2.0,701.0,150.0,865.0,377.0,4.0
352.0,270.0,448.0,607.0,1.0,654.0,97.0,744.0,393.0,2.0,701.0,152.0,863.0,376.0,4.0
352.0,270.0,448.0,607.0,1.0,700.0,154.0,861.0,376.0,4.0,,,,,
352.0,270.0,448.0,608.0,1.0,703.0,155.0,862.0,376.0,4.0,,,,,
352.0,271.0,448.0,607.0,1.0,654.0,97.0,746.0,394.0,2.0,703.0,156.0,860.0,376.0,4.0
354.0,274.0,449.0,608.0,1.0,654.0,97.0,746.0,394.0,2.0,703.0,156.0,860.0,376.0,4.0
355.0,274.0,450.0,608.0,1.0,654.0,96.0,746.0,394.0,2.0,702.0,154.0,859.0,376.0,4.0
355.0,275.0,450.0,608.0,1.0,653.0,97.0,745.0,394.0,2.0,702.0,157.0,857.0,376.0,4.0
355.0,275.0,450.0,608.0,1.0,652.0,97.0,744.0,394.0,2.0,703.0,158.0,856.0,376.0,4.0
355.0,275.0,450.0,608.0,1.0,652.0,98.0,744.0,394.0,2.0,703.0,158.0,856.0,376.0,4.0
355.0,275.0,449.0,608.0,1.0,652.0,99.0,744.0,395.0,2.0,703.0,159.0,855.0,377.0,4.0
355.0,276.0,450.0,608.0,1.0,652.0,99.0,743.0,395.0,2.0,,,,,
354.0,276.0,450.0,608.0,1.0,652.0,100.0,743.0,395.0,2.0,702.0,157.0,853.0,376.0,4.0
355.0,276.0,450.0,608.0,1.0,652.0,101.0,742.0,395.0,2.0,702.0,157.0,853.0,376.0,4.0
354.0,276.0,449.0,608.0,1.0,652.0,101.0,743.0,395.0,2.0,702.0,157.0,851.0,376.0,4.0
354.0,276.0,449.0,608.0,1.0,652.0,101.0,742.0,395.0,2.0,701.0,158.0,850.0,376.0,4.0
354.0,276.0,449.0,607.0,1.0,653.0,102.0,742.0,395.0,2.0,702.0,156.0,851.0,376.0,4.0
354.0,276.0,449.0,607.0,1.0,653.0,102.0,742.0,395.0,2.0,702.0,155.0,851.0,376.0,4.0
353.0,276.0,449.0,607.0,1.0,653.0,103.0,742.0,395.0,2.0,702.0,153.0,851.0,377.0,4.0
353.0,276.0,449.0,607.0,1.0,653.0,103.0,742.0,395.0,2.0,702.0,153.0,851.0,377.0,4.0
353.0,276.0,449.0,607.0,1.0,653.0,103.0,742.0,395.0,2.0,702.0,154.0,850.0,377.0,4.0
354.0,276.0,449.0,608.0,1.0,653.0,103.0,742.0,395.0,2.0,702.0,154.0,849.0,377.0,4.0
353.0,276.0,449.0,608.0,1.0,653.0,102.0,742.0,395.0,2.0,702.0,154.0,849.0,377.0,4.0
353.0,276.0,449.0,608.0,1.0,653.0,102.0,743.0,395.0,2.0,702.0,155.0,849.0,377.0,4.0
353.0,276.0,449.0,608.0,1.0,653.0,102.0,743.0,396.0,2.0,702.0,154.0,849.0,377.0,4.0
354.0,275.0,449.0,608.0,1.0,653.0,102.0,743.0,396.0,2.0,702.0,154.0,849.0,377.0,4.0
354.0,275.0,449.0,608.0,1.0,653.0,102.0,743.0,396.0,2.0,702.0,153.0,849.0,377.0,4.0
354.0,275.0,449.0,608.0,1.0,653.0,101.0,743.0,396.0,2.0,702.0,153.0,849.0,378.0,4.0
354.0,275.0,449.0,608.0,1.0,652.0,100.0,744.0,396.0,2.0,701.0,152.0,848.0,378.0,4.0
353.0,276.0,449.0,608.0,1.0,653.0,100.0,745.0,396.0,2.0,702.0,152.0,849.0,378.0,4.0
353.0,276.0,449.0,608.0,1.0,653.0,99.0,745.0,396.0,2.0,702.0,152.0,848.0,377.0,4.0
354.0,276.0,449.0,608.0,1.0,653.0,99.0,745.0,396.0,2.0,702.0,152.0,848.0,377.0,4.0
354.0,276.0,449.0,607.0,1.0,652.0,100.0,744.0,396.0,2.0,703.0,153.0,848.0,377.0,4.0
353.0,276.0,449.0,607.0,1.0,652.0,101.0,744.0,396.0,2.0,703.0,153.0,848.0,377.0,4.0
353.0,276.0,449.0,607.0,1.0,653.0,102.0,744.0,396.0,2.0,702.0,153.0,848.0,376.0,4.0
354.0,276.0,449.0,607.0,1.0,653.0,102.0,745.0,396.0,2.0,702.0,153.0,847.0,376.0,4.0
353.0,276.0,450.0,608.0,1.0,654.0,103.0,745.0,396.0,2.0,703.0,154.0,847.0,376.0,4.0
353.0,276.0,450.0,608.0,1.0,654.0,104.0,745.0,396.0,2.0,703.0,154.0,848.0,376.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,104.0,745.0,396.0,2.0,703.0,154.0,848.0,375.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,105.0,745.0,396.0,2.0,703.0,154.0,848.0,375.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,105.0,745.0,396.0,2.0,704.0,154.0,847.0,375.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,106.0,745.0,396.0,2.0,703.0,153.0,848.0,375.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,105.0,745.0,396.0,2.0,703.0,153.0,848.0,374.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,104.0,745.0,395.0,2.0,703.0,153.0,848.0,374.0,4.0
353.0,276.0,450.0,609.0,1.0,654.0,104.0,746.0,395.0,2.0,704.0,152.0,848.0,374.0,4.0
354.0,276.0,449.0,608.0,1.0,655.0,105.0,746.0,395.0,2.0,704.0,152.0,848.0,375.0,4.0
354.0,276.0,449.0,608.0,1.0,655.0,105.0,746.0,394.0,2.0,704.0,153.0,848.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,655.0,106.0,746.0,394.0,2.0,704.0,153.0,849.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,655.0,106.0,747.0,394.0,2.0,703.0,153.0,848.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,654.0,105.0,747.0,394.0,2.0,704.0,153.0,848.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,655.0,105.0,747.0,394.0,2.0,703.0,152.0,848.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,654.0,105.0,748.0,395.0,2.0,703.0,152.0,847.0,375.0,4.0
354.0,277.0,449.0,608.0,1.0,655.0,103.0,748.0,395.0,2.0,703.0,152.0,847.0,374.0,4.0
354.0,278.0,449.0,608.0,1.0,655.0,103.0,749.0,395.0,2.0,704.0,152.0,848.0,374.0,4.0
353.0,278.0,449.0,608.0,1.0,655.0,103.0,749.0,395.0,2.0,703.0,152.0,847.0,374.0,4.0
353.0,278.0,448.0,607.0,1.0,655.0,103.0,749.0,394.0,2.0,703.0,152.0,847.0,374.0,4.0
353.0,278.0,449.0,606.0,1.0,655.0,103.0,749.0,394.0,2.0,,,,,
353.0,278.0,448.0,607.0,1.0,654.0,104.0,749.0,394.0,2.0,,,,,
353.0,277.0,450.0,609.0,1.0,654.0,104.0,748.0,395.0,2.0,,,,,
353.0,277.0,450.0,610.0,1.0,654.0,104.0,748.0,395.0,2.0,703.0,155.0,846.0,375.0,4.0
354.0,277.0,452.0,609.0,1.0,654.0,105.0,748.0,395.0,2.0,703.0,155.0,846.0,375.0,4.0
355.0,278.0,454.0,609.0,1.0,653.0,105.0,747.0,395.0,2.0,703.0,156.0,846.0,376.0,4.0
356.0,278.0,457.0,610.0,1.0,653.0,105.0,748.0,394.0,2.0,703.0,155.0,846.0,376.0,4.0
356.0,278.0,458.0,610.0,1.0,653.0,104.0,748.0,394.0,2.0,702.0,155.0,845.0,376.0,4.0
357.0,278.0,461.0,611.0,1.0,653.0,105.0,748.0,395.0,2.0,702.0,155.0,844.0,376.0,4.0
358.0,277.0,464.0,611.0,1.0,653.0,105.0,748.0,395.0,2.0,702.0,155.0,843.0,376.0,4.0
357.0,277.0,464.0,610.0,1.0,653.0,104.0,748.0,395.0,2.0,702.0,157.0,843.0,377.0,4.0
357.0,278.0,465.0,609.0,1.0,653.0,104.0,748.0,396.0,2.0,700.0,157.0,841.0,377.0,4.0
358.0,277.0,469.0,610.0,1.0,653.0,103.0,749.0,396.0,2.0,699.0,158.0,838.0,378.0,4.0
357.0,278.0,470.0,610.0,1.0,653.0,102.0,749.0,396.0,2.0,698.0,159.0,835.0,378.0,4.0
358.0,277.0,473.0,610.0,1.0,652.0,101.0,748.0,396.0,2.0,698.0,160.0,834.0,378.0,4.0
358.0,277.0,474.0,610.0,1.0,651.0,100.0,747.0,396.0,2.0,698.0,160.0,833.0,378.0,4.0
359.0,279.0,477.0,610.0,1.0,651.0,99.0,747.0,396.0,2.0,698.0,160.0,832.0,379.0,4.0
358.0,280.0,480.0,610.0,1.0,651.0,103.0,746.0,396.0,2.0,697.0,160.0,831.0,379.0,4.0
356.0,279.0,479.0,610.0,1.0,652.0,105.0,747.0,396.0,2.0,703.0,161.0,839.0,380.0,4.0
356.0,281.0,480.0,610.0,1.0,651.0,106.0,746.0,396.0,2.0,703.0,161.0,840.0,381.0,4.0
354.0,281.0,478.0,610.0,1.0,652.0,106.0,747.0,396.0,2.0,703.0,161.0,841.0,381.0,4.0
353.0,281.0,478.0,610.0,1.0,653.0,105.0,748.0,396.0,2.0,703.0,161.0,841.0,382.0,4.0
352.0,283.0,477.0,610.0,1.0,653.0,106.0,748.0,397.0,2.0,704.0,161.0,843.0,382.0,4.0
352.0,283.0,478.0,610.0,1.0,653.0,107.0,748.0,397.0,2.0,707.0,160.0,848.0,383.0,4.0
350.0,282.0,477.0,610.0,1.0,653.0,107.0,748.0,397.0,2.0,706.0,160.0,848.0,383.0,4.0
350.0,283.0,477.0,610.0,1.0,653.0,105.0,749.0,397.0,2.0,712.0,160.0,855.0,382.0,4.0
349.0,283.0,476.0,609.0,1.0,653.0,103.0,750.0,397.0,2.0,713.0,160.0,857.0,382.0,4.0
349.0,284.0,475.0,609.0,1.0,653.0,103.0,750.0,397.0,2.0,,,,,
347.0,289.0,472.0,610.0,1.0,651.0,102.0,749.0,397.0,2.0,,,,,
347.0,288.0,472.0,610.0,1.0,651.0,105.0,747.0,397.0,2.0,,,,,
346.0,291.0,469.0,610.0,1.0,651.0,108.0,746.0,396.0,2.0,,,,,
344.0,292.0,467.0,611.0,1.0,651.0,108.0,745.0,396.0,2.0,,,,,
344.0,292.0,467.0,611.0,1.0,652.0,108.0,746.0,396.0,2.0,,,,,
346.0,291.0,469.0,611.0,1.0,652.0,108.0,746.0,395.0,2.0,,,,,
346.0,296.0,468.0,611.0,1.0,,,,,,,,,,
347.0,299.0,470.0,611.0,1.0,,,,,,,,,,
348.0,300.0,471.0,611.0,1.0,,,,,,,,,,
347.0,303.0,472.0,611.0,1.0,,,,,,,,,,
348.0,304.0,474.0,608.0,1.0,,,,,,,,,,
351.0,307.0,479.0,609.0,1.0,,,,,,,,,,
355.0,309.0,486.0,609.0,1.0,,,,,,,,,,
358.0,313.0,492.0,608.0,1.0,,,,,,,,,,
361.0,314.0,500.0,610.0,1.0,,,,,,,,,,
363.0,320.0,504.0,609.0,1.0,,,,,,,,,,
364.0,323.0,508.0,607.0,1.0,,,,,,,,,,
364.0,325.0,512.0,607.0,1.0,,,,,,,,,,
361.0,327.0,514.0,608.0,1.0,,,,,,,,,,
356.0,331.0,514.0,608.0,1.0,,,,,,,,,,
347.0,337.0,511.0,609.0,1.0,,,,,,,,,,
341.0,341.0,510.0,609.0,1.0,665.0,105.0,764.0,394.0,2.0,,,,,
334.0,343.0,509.0,609.0,1.0,664.0,104.0,766.0,393.0,2.0,,,,,
340.0,344.0,521.0,608.0,1.0,663.0,104.0,767.0,393.0,2.0,,,,,
329.0,346.0,514.0,608.0,1.0,662.0,104.0,767.0,393.0,2.0,,,,,
323.0,348.0,509.0,608.0,1.0,661.0,104.0,768.0,393.0,2.0,,,,,
321.0,346.0,509.0,610.0,1.0,660.0,104.0,768.0,393.0,2.0,,,,,
327.0,347.0,512.0,609.0,1.0,660.0,105.0,768.0,393.0,2.0,,,,,
327.0,344.0,512.0,609.0,1.0,660.0,105.0,768.0,393.0,2.0,,,,,
335.0,343.0,515.0,608.0,1.0,658.0,105.0,768.0,393.0,2.0,,,,,
317.0,336.0,500.0,612.0,1.0,657.0,106.0,766.0,392.0,2.0,,,,,
314.0,334.0,493.0,615.0,1.0,656.0,106.0,766.0,392.0,2.0,,,,,
323.0,340.0,489.0,608.0,1.0,656.0,108.0,765.0,391.0,2.0,,,,,
336.0,346.0,492.0,608.0,1.0,656.0,107.0,765.0,391.0,2.0,,,,,
338.0,343.0,491.0,608.0,1.0,655.0,107.0,765.0,391.0,2.0,,,,,
341.0,355.0,484.0,610.0,1.0,654.0,107.0,765.0,391.0,2.0,,,,,
344.0,362.0,482.0,610.0,1.0,653.0,107.0,764.0,392.0,2.0,,,,,
343.0,361.0,481.0,610.0,1.0,653.0,106.0,764.0,392.0,2.0,,,,,
351.0,369.0,484.0,610.0,1.0,653.0,107.0,765.0,392.0,2.0,,,,,
351.0,327.0,507.0,608.0,1.0,653.0,108.0,765.0,392.0,2.0,,,,,
351.0,367.0,486.0,609.0,1.0,652.0,108.0,763.0,391.0,2.0,,,,,
350.0,382.0,477.0,610.0,1.0,650.0,102.0,765.0,392.0,2.0,,,,,
351.0,387.0,474.0,606.0,1.0,650.0,101.0,765.0,392.0,2.0,,,,,
350.0,389.0,473.0,604.0,1.0,650.0,107.0,762.0,391.0,2.0,,,,,
353.0,388.0,475.0,601.0,1.0,648.0,109.0,760.0,391.0,2.0,,,,,
350.0,389.0,477.0,604.0,1.0,648.0,112.0,759.0,391.0,2.0,,,,,
346.0,386.0,477.0,605.0,1.0,651.0,116.0,761.0,391.0,2.0,,,,,
341.0,384.0,476.0,606.0,1.0,651.0,117.0,760.0,391.0,2.0,,,,,
339.0,385.0,476.0,604.0,1.0,,,,,,,,,,
335.0,383.0,476.0,604.0,1.0,,,,,,,,,,
332.0,381.0,478.0,603.0,1.0,,,,,,,,,,
332.0,380.0,484.0,602.0,1.0,644.0,121.0,758.0,406.0,2.0,,,,,
336.0,379.0,497.0,602.0,1.0,646.0,128.0,758.0,405.0,2.0,,,,,
335.0,375.0,508.0,603.0,1.0,645.0,132.0,757.0,405.0,2.0,,,,,
332.0,372.0,517.0,604.0,1.0,644.0,135.0,757.0,407.0,2.0,,,,,
330.0,370.0,527.0,604.0,1.0,641.0,132.0,758.0,410.0,2.0,,,,,
328.0,368.0,535.0,603.0,1.0,643.0,137.0,759.0,410.0,2.0,,,,,
323.0,365.0,543.0,604.0,1.0,644.0,140.0,761.0,409.0,2.0,,,,,
319.0,360.0,552.0,605.0,1.0,643.0,140.0,763.0,409.0,2.0,,,,,
312.0,357.0,557.0,606.0,1.0,639.0,142.0,760.0,410.0,2.0,,,,,
304.0,354.0,558.0,606.0,1.0,636.0,144.0,758.0,408.0,2.0,,,,,
297.0,354.0,556.0,605.0,1.0,634.0,146.0,758.0,410.0,2.0,,,,,
290.0,354.0,553.0,603.0,1.0,633.0,148.0,757.0,411.0,2.0,,,,,
281.0,353.0,549.0,604.0,1.0,628.0,147.0,753.0,409.0,2.0,,,,,
271.0,352.0,542.0,604.0,1.0,627.0,148.0,754.0,409.0,2.0,,,,,
258.0,352.0,528.0,604.0,1.0,625.0,145.0,756.0,409.0,2.0,,,,,
243.0,350.0,513.0,604.0,1.0,626.0,148.0,757.0,406.0,2.0,,,,,
230.0,349.0,495.0,603.0,1.0,625.0,151.0,757.0,406.0,2.0,,,,,
223.0,347.0,486.0,603.0,1.0,621.0,156.0,751.0,402.0,2.0,,,,,
220.0,346.0,481.0,603.0,1.0,620.0,158.0,749.0,402.0,2.0,,,,,
217.0,347.0,477.0,604.0,1.0,620.0,167.0,744.0,399.0,2.0,,,,,
215.0,347.0,472.0,602.0,1.0,619.0,168.0,746.0,398.0,2.0,,,,,
219.0,347.0,473.0,600.0,1.0,619.0,165.0,751.0,404.0,2.0,,,,,
220.0,348.0,474.0,601.0,1.0,618.0,165.0,752.0,406.0,2.0,,,,,
217.0,347.0,472.0,602.0,1.0,618.0,166.0,753.0,406.0,2.0,,,,,
210.0,347.0,468.0,604.0,1.0,616.0,169.0,751.0,407.0,2.0,,,,,
202.0,345.0,464.0,606.0,1.0,616.0,171.0,750.0,407.0,2.0,,,,,
198.0,344.0,461.0,607.0,1.0,617.0,171.0,752.0,407.0,2.0,710.0,166.0,883.0,382.0,7.0
194.0,343.0,458.0,608.0,1.0,616.0,169.0,753.0,407.0,2.0,710.0,167.0,883.0,382.0,7.0
190.0,341.0,455.0,608.0,1.0,616.0,176.0,746.0,401.0,2.0,,,,,
184.0,341.0,444.0,605.0,1.0,616.0,174.0,746.0,398.0,2.0,,,,,
178.0,340.0,436.0,603.0,1.0,616.0,174.0,747.0,398.0,2.0,,,,,
172.0,337.0,430.0,603.0,1.0,615.0,173.0,746.0,397.0,2.0,,,,,
164.0,334.0,422.0,603.0,1.0,614.0,170.0,747.0,398.0,2.0,,,,,
159.0,332.0,412.0,602.0,1.0,615.0,164.0,751.0,398.0,2.0,,,,,
156.0,330.0,405.0,600.0,1.0,619.0,157.0,763.0,404.0,2.0,,,,,
152.0,326.0,400.0,603.0,1.0,621.0,155.0,767.0,404.0,2.0,713.0,178.0,879.0,383.0,7.0
149.0,322.0,394.0,605.0,1.0,623.0,152.0,770.0,405.0,2.0,711.0,172.0,882.0,383.0,7.0
146.0,318.0,386.0,605.0,1.0,623.0,151.0,771.0,405.0,2.0,713.0,174.0,883.0,383.0,7.0
144.0,315.0,378.0,605.0,1.0,621.0,142.0,774.0,411.0,2.0,714.0,177.0,883.0,383.0,7.0
144.0,311.0,371.0,605.0,1.0,623.0,145.0,772.0,408.0,2.0,715.0,178.0,883.0,383.0,7.0
143.0,308.0,365.0,606.0,1.0,621.0,138.0,773.0,410.0,2.0,,,,,
144.0,304.0,359.0,605.0,1.0,622.0,143.0,766.0,407.0,2.0,,,,,
146.0,300.0,353.0,605.0,1.0,625.0,148.0,763.0,405.0,2.0,708.0,174.0,880.0,383.0,7.0
149.0,294.0,351.0,605.0,1.0,626.0,152.0,759.0,404.0,2.0,708.0,175.0,880.0,384.0,7.0
152.0,289.0,347.0,605.0,1.0,629.0,152.0,761.0,404.0,2.0,,,,,
155.0,285.0,344.0,605.0,1.0,630.0,151.0,760.0,406.0,2.0,,,,,
157.0,280.0,341.0,604.0,1.0,631.0,149.0,760.0,403.0,2.0,,,,,
157.0,275.0,336.0,604.0,1.0,630.0,149.0,757.0,403.0,2.0,703.0,162.0,886.0,385.0,7.0
161.0,270.0,334.0,602.0,1.0,629.0,149.0,755.0,405.0,2.0,703.0,161.0,887.0,386.0,7.0
164.0,270.0,332.0,602.0,1.0,629.0,149.0,755.0,405.0,2.0,,,,,
164.0,267.0,328.0,602.0,1.0,694.0,143.0,893.0,389.0,7.0,,,,,
167.0,264.0,325.0,599.0,1.0,692.0,140.0,894.0,389.0,7.0,,,,,
170.0,262.0,323.0,596.0,1.0,,,,,,,,,,
173.0,261.0,322.0,594.0,1.0,,,,,,,,,,
179.0,261.0,323.0,592.0,1.0,630.0,148.0,753.0,406.0,2.0,,,,,
183.0,262.0,322.0,592.0,1.0,629.0,148.0,753.0,407.0,2.0,778.0,136.0,901.0,383.0,8.0
186.0,261.0,322.0,595.0,1.0,779.0,132.0,905.0,384.0,8.0,,,,,
189.0,262.0,322.0,596.0,1.0,779.0,125.0,908.0,385.0,8.0,,,,,
191.0,262.0,321.0,598.0,1.0,696.0,102.0,830.0,386.0,2.0,787.0,141.0,908.0,385.0,8.0
194.0,265.0,320.0,598.0,1.0,703.0,94.0,839.0,382.0,2.0,789.0,139.0,910.0,385.0,8.0
196.0,267.0,318.0,600.0,1.0,707.0,91.0,842.0,380.0,2.0,794.0,139.0,913.0,385.0,8.0
199.0,270.0,318.0,600.0,1.0,710.0,91.0,844.0,378.0,2.0,794.0,134.0,914.0,386.0,8.0
201.0,273.0,316.0,601.0,1.0,710.0,86.0,846.0,378.0,2.0,795.0,134.0,913.0,384.0,8.0
204.0,277.0,315.0,601.0,1.0,711.0,84.0,849.0,379.0,2.0,800.0,138.0,914.0,383.0,8.0
206.0,280.0,315.0,601.0,1.0,709.0,83.0,848.0,381.0,2.0,798.0,135.0,913.0,384.0,8.0
208.0,285.0,314.0,602.0,1.0,704.0,81.0,846.0,385.0,2.0,802.0,139.0,913.0,384.0,8.0
210.0,290.0,315.0,602.0,1.0,704.0,81.0,845.0,383.0,2.0,804.0,135.0,915.0,384.0,8.0
212.0,292.0,314.0,603.0,1.0,703.0,80.0,842.0,382.0,2.0,813.0,146.0,917.0,382.0,8.0
213.0,295.0,314.0,603.0,1.0,703.0,81.0,839.0,379.0,2.0,813.0,137.0,919.0,382.0,8.0
216.0,296.0,317.0,603.0,1.0,701.0,77.0,838.0,379.0,2.0,815.0,131.0,922.0,382.0,8.0
219.0,297.0,319.0,601.0,1.0,703.0,74.0,840.0,378.0,2.0,816.0,128.0,924.0,382.0,8.0
221.0,298.0,323.0,602.0,1.0,819.0,124.0,928.0,382.0,8.0,,,,,
223.0,298.0,325.0,601.0,1.0,698.0,79.0,830.0,380.0,2.0,818.0,126.0,925.0,378.0,8.0
225.0,296.0,329.0,601.0,1.0,700.0,80.0,826.0,379.0,2.0,823.0,130.0,930.0,381.0,8.0
225.0,294.0,332.0,602.0,1.0,697.0,77.0,822.0,381.0,2.0,827.0,135.0,932.0,381.0,8.0
226.0,293.0,334.0,602.0,1.0,699.0,75.0,821.0,381.0,2.0,828.0,140.0,932.0,383.0,8.0
227.0,291.0,337.0,601.0,1.0,700.0,74.0,819.0,381.0,2.0,830.0,140.0,934.0,383.0,8.0
228.0,289.0,340.0,601.0,1.0,700.0,72.0,816.0,381.0,2.0,831.0,139.0,937.0,384.0,8.0
227.0,287.0,342.0,602.0,1.0,701.0,71.0,815.0,380.0,2.0,831.0,134.0,939.0,386.0,8.0
